rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,resampled_sampling_rate,resampled_filename,resampled_channels
3.5,no,amewoo,2 (stereo),3/26/2014,Not specified,161,XC171991.mp3,Not specified,American Woodcock,Not specified,XC171991 American Woodcock (Scolopax minor),"['Melospiza melodia_Song Sparrow', 'Cardinalis cardinalis_Northern Cardinal', 'Turdus migratorius_American Robin']",yes,Scolopax minor," Columbus, Franklin County, Ohio",40.0845,44100 (Hz),"call, male, song",260 m,"First of three recordings from the same location on 26 March 2014 between 8:05-8:20pm, from the north end of the Godown Road Park (Dog Park) on the east side of the OSU Airport area off Godown Rd, Columbus, OH.  There were multiple birds present and calling/displaying, but the recordings focused on one individual ""peent""calling from the ground, then flying off giving twittering areal display calls before returning to the same site.  Habitat: Mixed brush, sparse trees and heavily impacted grassland mix.
Recording made using a Sennheiser ME67 shotgun mic and a Sony Hi-MD recorder, model MZ-RH910 and cleaned up using Audacity: High Pass filter (2k, 5q, 12db) and noise removal.  
WAV version at https://soundcloud.com/paul-j-hurtado/american-woodcock-1-3.  
eBird Checklist: http://ebird.org/ebird/view/checklist?subID=S17613891",128000 (bps),mp3,Not specified,Song Sparrow (Melospiza melodia); Northern Cardinal (Cardinalis cardinalis); American Robin (Turdus migratorius),171991,https://www.xeno-canto.org/171991,United States,Paul J. Hurtado,Scolopax minor_American Woodcock,-83.0526,Not specified,20:15,Paul J. Hurtado,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC171991.wav,1 (mono)
3.5,no,amewoo,2 (stereo),3/26/2014,Not specified,52,XC171994.mp3,Not specified,American Woodcock,Not specified,XC171994 American Woodcock (Scolopax minor),['Branta canadensis_Canada Goose'],yes,Scolopax minor," Columbus, Franklin County, Ohio",40.0845,44100 (Hz),"call, male, song",260 m,"Second of three recordings from 26 March 2014 between 8:05-8:20pm, from the north end of the Godown Road Park (Dog Park) on the east side of the OSU Airport area off Godown Rd, Columbus, OH.  There were multiple birds present and calling/displaying, but the recordings focused on one individual ""peent""calling from the ground, then (in this recording) flying off giving twittering areal display calls before (not in this recording) returning to the same site.  Habitat: Mixed brush, sparse trees and heavily impacted grassland mix.
Recording made using a Sennheiser ME67 shotgun mic and a Sony Hi-MD recorder, model MZ-RH910 and cleaned up using Audacity: High Pass filter (2k, 5q, 12db) and noise removal.  
WAV version at https://soundcloud.com/paul-j-hurtado/american-woodcock-1-3.  
eBird Checklist: http://ebird.org/ebird/view/checklist?subID=S17613891",128000 (bps),mp3,Not specified,Canada Goose (Branta canadensis),171994,https://www.xeno-canto.org/171994,United States,Paul J. Hurtado,Scolopax minor_American Woodcock,-83.0526,Not specified,20:15,Paul J. Hurtado,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC171994.wav,1 (mono)
4,no,amewoo,2 (stereo),3/26/2014,Not specified,112,XC171997.mp3,Not specified,American Woodcock,Not specified,XC171997 American Woodcock (Scolopax minor),[],yes,Scolopax minor," Columbus, Franklin County, Ohio",40.0845,44100 (Hz),"call, male, song",260 m,"Last of three recordings from 26 March 2014 between 8:05-8:20pm, from the north end of the Godown Road Park (Dog Park) on the east side of the OSU Airport area off Godown Rd, Columbus, OH.  There were multiple birds present and calling/displaying, but the recordings focused on one individual ""peent""calling from the ground, then flying off giving twittering areal display calls before (in this recording) returning to the same site (It lands around 0:20 then resumes ""peent""ing).  Shortly after this, around 1:10, a Great Horned Owl flew over, silencing all but one distant bird for at least the next 10 minutes.  Habitat: Mixed brush, sparse trees and heavily impacted grassland mix.
Recording made using a Sennheiser ME67 shotgun mic and a Sony Hi-MD recorder, model MZ-RH910 and cleaned up using Audacity: High Pass filter (2k, 5q, 12db) and noise removal.  
WAV version at https://soundcloud.com/paul-j-hurtado/american-woodcock-3-3.  
eBird Checklist: http://ebird.org/ebird/view/checklist?subID=S17613891",128000 (bps),mp3,Not specified,,171997,https://www.xeno-canto.org/171997,United States,Paul J. Hurtado,Scolopax minor_American Woodcock,-83.0526,Not specified,20:15,Paul J. Hurtado,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC171997.wav,1 (mono)
4,no,amewoo,1 (mono),11-10-2014,Not specified,7,XC202087.mp3,Not specified,American Woodcock,Not specified,XC202087 American Woodcock (Scolopax minor),[],no,Scolopax minor," Hampton, Hunterdon County, New Jersey",40.6157,22050 (Hz),wing sound,170 m,Recorded with OldBird21c NFC recorder,128000 (bps),mp3,both,,202087,https://www.xeno-canto.org/202087,United States,Rob Fergus,Scolopax minor_American Woodcock,-74.9817,3-6(s),06:00,Rob Fergus,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC202087.wav,1 (mono)
4,no,amewoo,2 (stereo),02-02-2014,Not specified,17,XC216509.mp3,Not specified,American Woodcock,Not specified,XC216509 American Woodcock (Scolopax minor),[],yes,Scolopax minor," 4 (near  Benton), Bossier Parish, Louisiana",32.7203,44100 (Hz),"""peent"", call",70 m,,320000 (bps),mp3,Not specified,,216509,https://www.xeno-canto.org/216509,United States,Terry Davis,Scolopax minor_American Woodcock,-93.5284,0-3(s),06:48,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC216509.wav,1 (mono)
4,no,amewoo,2 (stereo),02-02-2014,Not specified,4,XC216516.mp3,Not specified,American Woodcock,Not specified,XC216516 American Woodcock (Scolopax minor),[],yes,Scolopax minor," 4 (near  Benton), Bossier Parish, Louisiana",32.7203,44100 (Hz),"""peent"", call, wing chipper",70 m,"Same as XC216509  ""roding"" flight display, sound quickly ruined by wind. Four birds in immediate area, 6 total in field",320000 (bps),mp3,Not specified,,216516,https://www.xeno-canto.org/216516,United States,Terry Davis,Scolopax minor_American Woodcock,-93.5284,Not specified,06:48,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC216516.wav,1 (mono)
4.5,no,amewoo,2 (stereo),3/15/2015,level,78,XC217766.mp3,level,American Woodcock,03-Jan,XC217766 American Woodcock (Scolopax minor),"['Anas platyrhynchos_Mallard', 'Branta canadensis_Canada Goose']",yes,Scolopax minor," Mount Vernon (near  Alexandria), Fairfax County, Virginia",38.7703,48000 (Hz),"call, flight call, male",1 m,"This recording was extracted from a video recorded on a Canon 7D mark II DSLR using the on-camera mic.  An FFT filter was used to affect an exponential roll-off in volume below 3 kHz to remove the sound of nearby George Washington Memorial Highway.   Adobe Audition's ""adaptive noise removal"" filter was then applied to get rid of background hiss.    One brief section of about 2 seconds in the middle of the video was removed in which a person in my group spoke.  The AMWO was in flight and distant at that point; no significant audio was lost.  

The recording was made while standing on the ""dogleg"" portion of the Haul Road trail at Dyke Marsh.  There were at least three male American Woodcocks in the area, and the one recorded here was within four meters while on the ground.  It was doing the standard AMWO breeding display which starts with a number of nasal ""peent"" calls followed (at 0:20) by a rapid vertical flight in which the tail feathers make a sound reminiscence of that made by Mourning Doves.   The bird reached an altitude of maybe 20 meters, then flew around in a wide circle, reaching its farthest point from me at about 0:42.   As the bird returned to its starting point above me at about 1:00, it began making the characteristic rapid chirp calls as it descended.  When it reaches the ground at 1:18, the bird goes totally silent.  The ""peents"" would start up a few seconds later and this cycle was repeated numerous times over the course of about 15 minutes.",192000 (bps),mp3,level,Mallard (Anas platyrhynchos); Canada Goose (Branta canadensis),217766,https://www.xeno-canto.org/217766,United States,Mouser Williams,Scolopax minor_American Woodcock,-77.0499,0-3(s),06:30,Mouser Williams,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC217766.wav,1 (mono)
1.5,no,amewoo,2 (stereo),02-08-2015,level,12,XC217781.mp3,level,American Woodcock,03-Jan,XC217781 American Woodcock (Scolopax minor),"[""Ammospiza leconteii_LeConte's Sparrow"", 'Zonotrichia albicollis_White-throated Sparrow']",no,Scolopax minor," 4 (near  Benton), Bossier Parish, Louisiana",32.7203,44100 (Hz),"""peent"", call",70 m,"Very first calls of evening ""roding"" sessions, recorded beginning exactly one sec after LESP XC217780 within same cut.",320000 (bps),mp3,level,LeConte's Sparrow (Ammodramus leconteii); White-throated Sparrow (Zonotrichia albicollis),217781,https://www.xeno-canto.org/217781,United States,Terry Davis,Scolopax minor_American Woodcock,-93.5284,0-3(s),18:25,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC217781.wav,1 (mono)
2.5,no,amewoo,2 (stereo),02-08-2015,Not specified,23,XC217792.mp3,Not specified,American Woodcock,Not specified,XC217792 American Woodcock (Scolopax minor),"['Zonotrichia albicollis_White-throated Sparrow', 'Melospiza melodia_Song Sparrow', 'Charadrius vociferus_Killdeer']",no,Scolopax minor," 4 (near  Benton), Bossier Parish, Louisiana",32.7203,44100 (Hz),"""peent"", call, flight/wing-chipper",70 m,"Fol XC217781 Closer, back at first LCSP recording site. At least three birds (one quite distant). Dog incites small group of coyotes, which also begin barking. Killdeer begin to move in toward area to roost.",320000 (bps),mp3,Not specified,White-throated Sparrow (Zonotrichia albicollis); Song Sparrow (Melospiza melodia); Killdeer (Charadrius vociferus),217792,https://www.xeno-canto.org/217792,United States,Terry Davis,Scolopax minor_American Woodcock,-93.5284,Not specified,18:28,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC217792.wav,1 (mono)
2.5,no,amewoo,2 (stereo),02-08-2015,Not specified,60,XC217801.mp3,Not specified,American Woodcock,Not specified,XC217801 American Woodcock (Scolopax minor),"['Zonotrichia albicollis_White-throated Sparrow', 'Melospiza melodia_Song Sparrow', 'Mimus polyglottos_Northern Mockingbird', 'Charadrius vociferus_Killdeer']",yes,Scolopax minor," 4 (near  Benton), Bossier Parish, Louisiana",32.7203,44100 (Hz),"""peent"", call, flight/wing-chipper, male",70 m,"Fol XC217792 Distant calling birds at first (3-4 total males here, six in general area) Close ""roding"" display wing sounds, followed by very close call series after bird lands ~20' away from my position beginning just after 0:36 Coyotes letting go!",320000 (bps),mp3,Not specified,White-throated Sparrow (Zonotrichia albicollis); Song Sparrow (Melospiza melodia); Northern Mockingbird (Mimus polyglottos); Killdeer (Charadrius vociferus),217801,https://www.xeno-canto.org/217801,United States,Terry Davis,Scolopax minor_American Woodcock,-93.5284,Not specified,18:29,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC217801.wav,1 (mono)
4.5,no,amewoo,2 (stereo),02-08-2015,Not specified,19,XC217815.mp3,Not specified,American Woodcock,Not specified,XC217815 American Woodcock (Scolopax minor),['Charadrius vociferus_Killdeer'],yes,Scolopax minor," 4 (near  Benton), Bossier Parish, Louisiana",32.7203,44100 (Hz),"""peent"", ""roding""/wing sounds, call",70 m,Fol XC217801 Closer yet,320000 (bps),mp3,Not specified,Killdeer (Charadrius vociferus),217815,https://www.xeno-canto.org/217815,United States,Terry Davis,Scolopax minor_American Woodcock,-93.5284,Not specified,18:30,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC217815.wav,1 (mono)
3.5,no,amewoo,2 (stereo),02-08-2015,Not specified,25,XC217817.mp3,Not specified,American Woodcock,Not specified,XC217817 American Woodcock (Scolopax minor),"['Charadrius vociferus_Killdeer', 'Zonotrichia albicollis_White-throated Sparrow']",yes,Scolopax minor," 4 (near  Benton), Bossier Parish, Louisiana",32.7203,44100 (Hz),"""peent"", ""roding""/wing sounds, call",70 m,"Fol XC217815 Distant 4th bird can be heard calling near start. Close bird relocates slightly farther away toward end, slight interactive call after distant ""peent""- just after 0:19.  A very few sparrows can still be heard calling here.",320000 (bps),mp3,Not specified,Killdeer (Charadrius vociferus); White-throated Sparrow (Zonotrichia albicollis),217817,https://www.xeno-canto.org/217817,United States,Terry Davis,Scolopax minor_American Woodcock,-93.5284,0-3(s),18:30,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC217817.wav,1 (mono)
3.5,no,amewoo,2 (stereo),02-08-2015,Not specified,137,XC217829.mp3,Not specified,American Woodcock,Not specified,XC217829 American Woodcock (Scolopax minor),"['Zonotrichia albicollis_White-throated Sparrow', 'Charadrius vociferus_Killdeer']",no,Scolopax minor," 4 (near  Benton), Bossier Parish, Louisiana",32.7203,44100 (Hz),"""peent"", ""roding""/wing sounds, call",70 m,"Fol XC217817 Full ""roding"" display, bird going somewhat out of hearing range. Another bird finishing slightly after the aforementioned bird began. I turned, following the sound of the first bird, which finally came back into range as it climbed, dropped, then began calling after a slightly longer break following touchdown than usual.",320000 (bps),mp3,Not specified,White-throated Sparrow (Zonotrichia albicollis); Killdeer (Charadrius vociferus),217829,https://www.xeno-canto.org/217829,United States,Terry Davis,Scolopax minor_American Woodcock,-93.5284,0-3(s),18:33,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC217829.wav,1 (mono)
2.5,no,amewoo,2 (stereo),02-08-2015,Not specified,84,XC217831.mp3,Not specified,American Woodcock,Not specified,XC217831 American Woodcock (Scolopax minor),['Charadrius vociferus_Killdeer'],no,Scolopax minor," 4 (near  Benton), Bossier Parish, Louisiana",32.7203,44100 (Hz),"""peent"", ""roding""/wing sounds, call",70 m,Fol XC217829 Another partially heard roding display- start and end.,320000 (bps),mp3,Not specified,Killdeer (Charadrius vociferus),217831,https://www.xeno-canto.org/217831,United States,Terry Davis,Scolopax minor_American Woodcock,-93.5284,0-3(s),18:35,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC217831.wav,1 (mono)
3.5,no,amewoo,2 (stereo),02-08-2015,level,74,XC217832.mp3,level,American Woodcock,>20,XC217832 American Woodcock (Scolopax minor),['Charadrius vociferus_Killdeer'],no,Scolopax minor," 4 (near  Benton), Bossier Parish, Louisiana",32.7203,44100 (Hz),"""peent"", brief wing sounds, call",70 m,"Fol XC217831 Near last series of calls before all fell silent. Bird also relocating short distance. Metadata regarding closest calling bird. I felt quite sure by this time that closest barking dog just after 20 secs was coyote. The group had been calling from the same direction slightly more west and getting closer at this point, with dogs mostly sounding farther to the northwest.",320000 (bps),mp3,level,Killdeer (Charadrius vociferus),217832,https://www.xeno-canto.org/217832,United States,Terry Davis,Scolopax minor_American Woodcock,-93.5284,0-3(s),18:35,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC217832.wav,1 (mono)
5,no,amewoo,1 (mono),3/20/2015,Not specified,14,XC218671.mp3,Not specified,American Woodcock,Not specified,XC218671 American Woodcock (Scolopax minor),[],yes,Scolopax minor," New Kensington, Allegheny County, Pennsylvania",40.5338,44100 (Hz),call,340 m,,128232 (bps),mp3,Not specified,,218671,https://www.xeno-canto.org/218671,United States,Todd Hooe,Scolopax minor_American Woodcock,-79.8003,Not specified,20:00,Todd Hooe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC218671.wav,1 (mono)
3,no,amewoo,1 (mono),4/14/2015,Not specified,32,XC236020.mp3,Not specified,American Woodcock,Not specified,XC236020 American Woodcock (Scolopax minor),[],yes,Scolopax minor," Newark (near  Beloit), Rock County, Wisconsin",42.5558,44100 (Hz),"call, male",240 m,,128000 (bps),mp3,Not specified,,236020,https://www.xeno-canto.org/236020,United States,Aaron Boone,Scolopax minor_American Woodcock,-89.1313,Not specified,20:00,Aaron Boone,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC236020.wav,1 (mono)
4.5,no,amewoo,2 (stereo),4/25/2015,Not specified,56,XC237375.mp3,Not specified,American Woodcock,Not specified,XC237375 American Woodcock (Scolopax minor),[],yes,Scolopax minor," Lansing (near  Ithaca), Tompkins County, New York",42.4971,44100 (Hz),song,340 m,"The bird was calling form about 10 feet from a marshy shrubby spot near backside of Ithaca airport. There was a second bird, which called once during the recording, which was some distance away. Later it flew out to the displaying spot and became very quiet till we left after about 10 minutes or so.",192000 (bps),mp3,decreasing,Spring Peepers (frogs),237375,https://www.xeno-canto.org/237375,United States,Meena Haribal,Scolopax minor_American Woodcock,-76.4579,0-3(s),20:30,Meena Haribal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC237375.wav,1 (mono)
